AnneSo;
169624;169684;169712;169826;169840;169884;169947;169980;169998;170062;170078;170140;170174;170248;170276;170366;170516;170587;170603;170702;170708;170786;170869;170960;170966;171059;171090;171191;171239;171309;171364;171454;171492;171574;f;
175427;175482;175515;175620;175631;175695;175738;175768;175800;175861;175872;175940;175960;176052;176086;176174;176310;176396;176421;176506;176526;176612;176664;176781;176794;176864;176874;176991;177018;177103;177160;177240;177275;177360;f;
181057;181091;181115;181205;181267;181324;181369;181404;181430;181532;181568;181646;181658;181753;181827;181875;182031;182103;182134;182222;182245;182350;182400;182506;182528;182606;182646;182745;182777;182846;182913;182986;183036;183102;f;
187928;188012;188028;188122;188150;188273;188284;188349;188390;188457;188467;188527;188548;188651;188713;188778;188945;189030;189068;189146;189287;189389;189455;189587;189597;189697;189740;189853;189874;189963;190002;190091;190158;190236;f;
193929;193984;194020;194140;194148;194250;194263;194361;194374;194444;194464;194529;194545;194643;194685;194780;194965;195024;195061;195158;195206;195301;195406;195501;195513;195582;195612;195721;195745;195812;195870;195962;195998;196089;f;
209557;209657;209676;209789;209797;209866;209878;209941;209986;210051;210057;210140;210156;210257;210269;210355;210503;210593;210610;210695;210789;210813;210907;211000;211023;211107;211515;211622;211708;211770;211832;211904;211975;212049;f;
215733;215817;215844;215923;215945;216025;216036;216089;216129;216196;216201;216283;216297;216376;216433;216518;216917;217003;217029;217122;217167;217265;217353;217467;217535;217619;217791;217891;217911;217982;218015;218099;218159;218233;f;
222439;222505;222553;222641;222651;222735;222750;222833;222859;222923;222937;223012;223027;223123;223158;223227;223363;223447;223459;223553;223607;223690;223779;223863;223918;224000;224117;224207;224252;224319;224365;224457;224489;224593;f;
230501;230606;230643;230678;230711;230801;230803;230899;230922;230985;230997;231076;231085;231171;231238;231324;231604;231679;231693;231792;231805;231890;231957;232076;232088;232150;232225;232334;232343;232418;232491;232558;232638;232707;f;
238784;238875;238893;238962;238993;239047;239076;239118;239159;239194;239216;239285;239309;239394;239411;239503;239652;239723;239728;239814;239861;239939;240004;240125;240133;240212;240269;240380;240385;240469;240489;240583;240669;240753;f;
244612;244707;244711;244815;244834;244928;244940;244995;245041;245085;245100;245187;245209;245295;245345;245440;245641;245715;245725;245815;245849;245928;245989;246119;246127;246198;246262;246377;246413;246469;246539;246617;246684;246765;f;
250135;250239;250254;250325;250341;250395;250437;250497;250520;250571;250608;250660;250670;250753;250844;250933;251060;251123;251153;251262;251286;251332;251392;251517;251525;251611;251645;251752;251787;251859;251912;251987;252031;252119;f;
255725;255795;255817;255902;255924;255959;255998;255999;256055;256111;256117;256212;256234;256333;256340;256425;256552;256635;256639;256731;256783;256865;256946;257041;257046;257125;257207;257305;257323;257395;257459;257553;257611;257692;f;
261710;261793;261829;261867;261902;261976;261987;262079;262118;262145;262185;262236;262269;262347;262373;262469;262641;262706;262741;262808;262857;262951;263041;263112;263158;263189;263268;263359;263365;263419;263500;263563;263601;263689;f;
276603;276679;276705;276798;276835;276947;276976;277079;277112;277193;277222;277283;277297;277405;277481;277546;278221;278327;278333;278433;278463;278549;278648;278694;278782;278791;278975;279073;279098;279170;279208;279298;279411;279497;f;
282901;282996;283023;283069;283108;283164;283193;283248;283272;283321;283338;283401;283426;283527;283548;283653;283815;283897;283909;283997;284021;284095;284178;284294;284304;284372;284384;284497;284535;284610;284669;284748;284822;284891;f;
289553;289611;289639;289712;289738;289788;289819;289885;289919;289956;289984;290037;290055;290159;290187;290285;290446;290534;290547;290640;290654;290746;290827;290900;290964;290979;291029;291146;291178;291252;291289;291377;291430;291510;f;
295915;295996;296013;296102;296156;296216;296282;296371;296414;296469;296483;296551;296570;296681;296711;296793;296918;296992;297013;297103;297153;297226;297287;297424;297432;297520;297546;297657;297715;297778;297826;297912;298009;298098;f;
301679;301743;301757;301846;301895;301908;301954;301967;302004;302072;302081;302159;302167;302256;302280;302369;302564;302627;302656;302728;302788;302864;302940;303072;303085;303144;303183;303296;303330;303418;303464;303548;303604;303678;f;
307430;307530;307547;307601;307634;307683;307710;307763;307793;307874;307883;307959;307986;308081;308125;308200;308678;308742;308770;308863;308896;309000;309042;309170;309211;309294;309377;309492;309502;309584;309648;309732;309767;309828;f;
313803;313860;313881;313971;313993;314018;314082;314092;314114;314174;314182;314258;314282;314366;314384;314473;314652;314728;314732;314809;314856;314946;315000;315112;315129;315198;315252;315370;315379;315442;315486;315577;315641;315720;f;
320642;320718;320730;320804;320826;320860;320918;320930;320935;321011;321020;321104;321126;321241;321248;321343;321470;321539;321546;321630;321704;321776;321846;321938;321958;322021;322046;322168;322198;322293;322330;322418;322467;322549;f;
326230;326346;326362;326387;326404;326464;326506;326519;326549;326603;326617;326688;326710;326800;326838;326922;327134;327210;327224;327269;327346;327415;327478;327574;327608;327676;327781;327879;327889;328004;328022;328110;328181;328255;f;
332382;332471;332518;332526;332574;332642;332652;332702;332738;332798;332808;332870;332884;332979;333016;333109;333280;333363;333372;333462;333515;333600;333663;333797;333807;333878;333912;334024;334043;334124;334182;334267;334302;334378;f;
338266;338332;338353;338438;338450;338544;338578;338678;338701;338745;338778;338832;338855;338964;339018;339097;339487;339563;339578;339686;339720;339819;339902;340035;340050;340108;340203;340314;340335;340416;340474;340560;340664;340743;f;
12617;12702;12727;12780;12818;12900;12908;12993;13023;13103;13121;13223;13248;13342;13375;13452;13598;13693;13705;13797;13821;13912;13973;14088;14101;14174;14214;14321;14339;14412;14487;14541;14614;14698;f;
19907;19995;20005;20081;20103;20185;20197;20273;20284;20373;20393;20475;20499;20599;20649;20724;20965;21041;21049;21134;21199;21265;21344;21463;21469;21543;21581;21704;21714;21795;21844;21931;22010;22094;f;
38399;38464;38492;38566;38589;38669;38680;38719;38752;38805;38828;38891;38919;39005;39056;39148;39334;39420;39439;39508;39556;39645;39718;39834;39854;39916;39987;40081;40116;40199;40247;40340;40409;40493;f;
46943;47030;47041;47100;47138;47206;47224;47294;47307;47364;47377;47436;47447;47559;47653;47669;48250;48345;48380;48465;48546;48623;48698;48834;48852;48944;48955;49056;49089;49186;49218;49295;49412;49493;f;
53314;53366;53394;53492;53506;53588;53597;53655;53700;53744;53760;53803;53816;53915;53992;54078;55105;55196;55210;55306;55356;55452;55543;55654;55664;55729;55781;55883;55925;56005;56051;56142;56166;56250;f;
59910;59998;59999;60068;60100;60178;60190;60218;60294;60314;60331;60374;60397;60499;60546;60631;60811;60901;60930;61017;61093;61171;61240;61365;61378;61434;61457;61570;61594;61670;61727;61796;61853;61936;f;
113235;113296;113320;113426;113450;113550;113557;113613;113668;113702;113733;113766;113794;113894;113938;114017;114185;114296;114307;114383;114431;114508;114589;115076;115076;115076;115077;115077;115077;115077;115130;115204;115293;115371;f;
120468;120560;120574;120649;120670;120772;120772;120872;120899;120936;120972;121032;121060;121147;121211;121286;121474;121553;121567;121662;121724;121787;121884;121982;122011;122102;122146;122251;122280;122356;122427;122506;122548;122613;f;
131692;131794;131828;131875;131887;131990;131996;132092;132114;132158;132195;132248;132261;132342;132599;132680;132754;132871;132922;133002;133040;133127;133205;133329;133340;133434;133489;133589;133602;133673;133742;133804;133887;133975;f;
177752;177836;177871;177965;177981;178072;178080;178135;178181;178221;178253;178287;178309;178403;178446;178529;178613;178716;178739;178809;178860;178958;179019;179148;179161;179239;179531;179649;179679;179748;179814;179877;179945;180036;f;
185768;185853;185874;185990;186007;186083;186099;186139;186180;186227;186263;186319;186341;186453;186507;186588;186913;186984;187068;187159;187284;187351;187439;187579;187697;187766;187850;187963;187971;188059;188109;188201;188226;188319;f;
192765;192841;192877;192932;192957;193029;193061;193086;193133;193166;193187;193242;193264;193367;193411;193494;193681;193773;193787;193856;193917;193987;194077;194175;194199;194286;194401;194479;194503;194575;194628;194708;194791;194877;f;
198396;198463;198494;198577;198603;198639;198677;198684;198733;198773;198797;198851;198877;198974;199023;199105;199358;199427;199448;199503;199617;199669;199817;199936;199980;200072;200277;200379;200415;200466;200515;200595;200696;200775;f;
205512;205591;205623;205683;205713;205785;205812;205882;205921;205965;205977;206099;206121;206235;206261;206329;206577;206655;206671;206746;206817;206923;207002;207124;207131;207219;207278;207369;207418;207495;207553;207628;207730;207823;f;
212285;212381;212408;212461;212499;212556;212577;212596;212673;212699;212715;212784;212801;212909;212933;213009;213129;213223;213238;213309;213371;213445;213503;213621;213639;213715;213753;213872;213886;213965;214007;214107;214196;214273;f;
218101;218173;218205;218286;218321;218388;218485;218504;218542;218633;218639;218733;218747;218870;218931;218994;219130;219227;219227;219309;219359;219431;219494;219600;219611;219674;219719;219835;219851;219908;219957;220025;220101;220179;f;
223862;223933;223955;224048;224064;224093;224127;224163;224167;224236;224241;224339;224361;224451;224467;224551;224675;224763;224774;224834;224916;224995;225082;225202;225209;225261;225323;225443;225452;225514;225561;225620;225683;225778;f;
230233;230300;230325;230424;230437;230477;230495;230524;230554;230608;230647;230720;230743;230865;230873;230947;231079;231175;231207;231290;231571;231654;231733;231853;231863;231945;231994;232082;232097;232192;232232;232325;232358;232459;f;
236875;236937;236980;237034;237067;237091;237126;237152;237167;237211;237243;237309;237341;237422;237485;237558;237740;237861;238130;238222;238316;238397;238473;238594;238628;238719;238774;238861;238874;238958;239002;239083;239088;239196;f;
242903;242990;243030;243074;243107;243124;243180;243199;243226;243285;243300;243372;243397;243502;243505;243587;243772;243875;243883;243966;244007;244082;244155;244255;244284;244368;244375;244477;244517;244581;244622;244703;244743;244834;f;
249050;249104;249136;249192;249226;249261;249298;249305;249330;249380;249388;249452;249482;249567;249573;249670;249822;249917;249926;250020;250069;250140;250204;250308;250317;250399;250484;250575;250586;250643;250705;250792;250852;250943;f;
257991;258063;258124;258154;258186;258273;258285;258295;258365;258373;258392;258454;258477;258558;258612;258704;258862;258964;258992;259078;259110;259186;259265;259366;259376;259452;259506;259594;259627;259703;259752;259834;259878;259968;f;
269176;269228;269272;269374;269383;269482;269500;269541;269581;269618;269638;269686;269715;269814;269878;269972;270115;270198;270208;270302;270336;270398;270464;270580;270590;270680;270734;270828;270850;270928;270972;271064;271154;271230;f;
275565;275660;275691;275728;275764;275848;275876;275881;275897;275962;275978;276054;276075;276174;276260;276320;276842;276954;276970;277056;277095;277195;277265;277379;277384;277466;277537;277641;277654;277738;277766;277860;277974;278036;f;
14811;14868;14922;14980;15016;15143;15152;15229;15262;15307;15336;15399;15416;15524;16192;16290;16410;16520;16536;16629;16674;16766;16842;16954;16972;17032;17059;17188;17195;17275;17326;17415;17458;17560;f;
23767;23874;23912;23970;23994;24097;24106;24156;24239;24246;24283;24314;24334;24446;24491;24585;24680;24791;24791;24872;24926;25009;25058;25175;25175;25289;25332;25436;25449;25521;25570;25657;25734;25846;f;
30071;30126;30157;30259;30266;30374;30384;30430;30465;30504;30530;30570;30603;30693;30727;30823;30936;31019;31028;31104;31155;31240;31317;31418;31429;31490;31552;31643;31666;31755;31774;31897;32201;32293;f;
35966;36072;36096;36130;36146;36268;36280;36294;36363;36382;36399;36455;36470;36572;36624;36691;36808;36895;36908;36968;37023;37100;37179;37292;37321;37368;37440;37537;37554;37617;37664;37734;37848;37931;f;
42894;42989;43012;43113;43146;43232;43274;43329;43387;43424;43438;43496;43514;43617;43668;43752;43892;43965;43981;44051;44105;44189;44253;44358;44367;44428;44521;44625;44638;44836;45283;45368;45442;45518;f;
49616;49647;49693;49787;49815;49862;49894;49911;49951;49995;50018;50088;50119;50201;50236;50317;50453;50513;50526;50601;50675;50763;50831;50956;50975;51049;51132;51243;51245;51310;51362;51447;51537;51619;f;
55692;55729;55770;55871;55880;55925;55974;55987;56013;56087;56112;56152;56183;56269;56312;56397;56500;56583;56609;56690;56727;56791;56877;56994;57019;57105;57304;57417;57474;57557;57603;57697;57756;57832;f;
61573;61643;61686;61786;61801;61903;61913;61927;62005;62071;62077;62151;62171;62282;62325;62385;62477;62568;62581;62667;62696;62759;62850;62951;62959;63036;63088;63222;63228;63294;63346;63430;63501;63589;f;
113479;113554;113597;113705;113713;113818;113860;113962;114003;114080;114118;114217;114224;114339;114467;114536;115027;115129;115143;115220;115322;115377;115443;115538;115699;115788;115945;116028;116067;116125;116179;116267;116295;116397;f;
120375;120441;120467;120573;120585;120665;120717;120739;120791;120842;120854;120917;120938;121051;121071;121154;121275;121359;121369;121448;121503;121570;121655;121755;121765;121835;121881;121995;122022;122105;122141;122233;122262;122361;f;
127167;127223;127259;127321;127330;127401;127446;127459;127494;127532;127555;127599;127619;127730;127739;127823;127917;128004;128016;128097;128142;128200;128263;128371;128381;128447;128479;128606;128627;128701;128747;128821;128911;128999;f;
135509;135591;135631;135694;135703;135788;135817;135837;135894;135935;135959;136004;136037;136122;136163;136235;136335;136417;136428;136510;136559;136621;136704;136813;136888;136928;137113;137221;137267;137344;137351;137495;137866;137975;f;
145699;145770;145791;145853;145910;146015;146031;146089;146127;146186;146199;146244;146268;146354;146446;146512;146596;146692;146700;146786;146855;146946;146999;147110;147124;147182;147225;147344;147373;147452;147499;147600;147630;147714;f;
151707;151779;151816;151888;151897;151993;152009;152036;152091;152152;152159;152223;152252;152346;152384;152463;152788;152856;152870;152954;153000;153076;153162;153264;153276;153348;153394;153504;153522;153584;153653;153730;153796;153894;f;
157410;157474;157501;157546;157553;157633;157682;157711;157748;157782;157810;157857;157863;157954;157976;158046;158146;158224;158233;158316;158383;158450;158550;158583;158684;158684;158716;158838;158846;158926;158939;159061;159270;159366;f;
166068;166124;166152;166238;166246;166276;166342;166355;166380;166439;166449;166518;166553;166620;166698;166784;166902;166986;167008;167098;167130;167214;167279;167386;167424;167484;167773;167854;167893;167962;168015;168109;168130;168216;f;
174182;174224;174243;174342;174364;174403;174454;174472;174520;174568;174584;174634;174662;174763;174782;174867;175036;175114;175128;175202;175251;175314;175368;175476;175515;175588;175636;175753;175766;175836;175886;175982;176010;176130;f;
180004;180058;180108;180158;180172;180210;180268;180299;180330;180360;180376;180416;180430;180524;180524;180626;180744;180832;180843;180914;180962;181026;181092;181193;181220;181291;181376;181465;181479;181547;181602;181701;181783;181874;f;
